EC-Lab ASCII FILE
Nb header lines : 55                          

Linear Polarization

Run on channel : 2 (SN 25892)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Ewe ctrl range : min = -10,00 V, max = 10,00 V
Safety Limits :
	Do not start on E overload
Acquisition started on : 10.08.2018 15:01:16
Saved on :
	File : 1.4571_plasma.mpr
	Directory : D:\VLK\2018\Probe MPAL40\
	Host : 172.16.12.5
Device : VSP (SN 1524)
Address : USB
EC-Lab for windows v10.44 (software)
Internet server v10.44 (firmware)
Command interpretor v10.44 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0,001 cm²
Characteristic mass : 0,001 g
Equivalent Weight : 0,000 g/eq.
Density : 0,000 g/cm3
tR (h:m:s)          0:00:0,0000         
dER/dt (mV/h)       0,0                 
dER (mV)            0                   
dtR (s)             1,0000              
dE/dt               0,100               
dE/dt unit          mV/s                
Ei (V)              -0,300              
vs.                 Ref                 
EL (V)              1,500               
vs.                 Ref                 
record              I                   
dI                  0,000               
unit dI             µA                  
tI (s)              2,0000              
step percent        25                  
N                   5                   
E range min (V)     -10,000             
E range max (V)     10,000              
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           5                   

mode	ox/red	error	control changes	time/s	control/V	Ewe/V	I/mA	P/W
2	1	0	0	9,274000633835269E+003	6,2713975E-001	6,2674302E-001	3,7772176E-003	2,3673447E-006
2	1	0	1	9,276000633811054E+003	6,2744766E-001	6,2720156E-001	3,8654157E-003	2,4243948E-006
2	1	0	1	9,278000633786840E+003	6,2744766E-001	6,2722063E-001	3,7226826E-003	2,3349432E-006
2	1	0	0	9,280000633762626E+003	6,2775564E-001	6,2754542E-001	3,7982808E-003	2,3835937E-006
2	1	0	0	9,282000633738411E+003	6,2806356E-001	6,2767911E-001	3,8867334E-003	2,4396213E-006
2	1	0	1	9,284000633714197E+003	6,2806356E-001	6,2781286E-001	3,7386548E-003	2,3471755E-006
2	1	0	1	9,286000633689982E+003	6,2837154E-001	6,2796569E-001	3,8209348E-003	2,3994160E-006
2	1	0	0	9,288000633665768E+003	6,2867945E-001	6,2832862E-001	3,9189961E-003	2,4624173E-006
2	1	0	1	9,290000633641554E+003	6,2867945E-001	6,2850058E-001	3,7616272E-003	2,3641849E-006
2	1	0	1	9,292000633617339E+003	6,2898737E-001	6,2861520E-001	3,8334711E-003	2,4097783E-006
2	1	0	0	9,294000633593125E+003	6,2929535E-001	6,2901640E-001	3,9467411E-003	2,4825649E-006
2	1	0	0	9,296000633568910E+003	6,2929535E-001	6,2901640E-001	3,7741631E-003	2,3740104E-006
2	1	0	1	9,298000633544696E+003	6,2960327E-001	6,2922651E-001	3,8635703E-003	2,4310609E-006
2	1	0	1	9,300000633520482E+003	6,2991118E-001	6,2949395E-001	3,9860671E-003	2,5092052E-006
2	1	0	0	9,302000633496267E+003	6,2991118E-001	6,2960857E-001	3,7926808E-003	2,3879043E-006
2	1	0	0	9,304000633472053E+003	6,3021916E-001	6,2974232E-001	3,8899789E-003	2,4496844E-006
2	1	0	1	9,306000633447838E+003	6,3021916E-001	6,2985694E-001	3,7473093E-003	2,3602688E-006
2	1	0	0	9,308000633423624E+003	6,3052708E-001	6,3025814E-001	3,8213166E-003	2,4084159E-006
2	1	0	0	9,310000633399410E+003	6,3083506E-001	6,3054466E-001	3,9118053E-003	2,4665680E-006
2	1	0	1	9,312000633375195E+003	6,3083506E-001	6,3052559E-001	3,7684359E-003	2,3760954E-006
2	1	0	1	9,314000633350981E+003	6,3114297E-001	6,3086945E-001	3,8302890E-003	2,4164124E-006
2	1	0	0	9,316000633326767E+003	6,3145089E-001	6,3109869E-001	3,9197598E-003	2,4737553E-006
2	1	0	0	9,318000633302552E+003	6,3145089E-001	6,3117510E-001	3,7851084E-003	2,3890661E-006
2	1	0	1	9,320000633278338E+003	6,3175887E-001	6,3144255E-001	3,8645247E-003	2,4402252E-006
2	1	0	1	9,322000633254123E+003	6,3206679E-001	6,3174820E-001	3,9602318E-003	2,5018694E-006
2	1	0	0	9,324000633229909E+003	6,3206679E-001	6,3192016E-001	3,8048991E-003	2,4043925E-006
2	1	0	1	9,326000633205695E+003	6,3237470E-001	6,3211119E-001	3,8944331E-003	2,4617148E-006
2	1	0	1	9,328000633181480E+003	6,3268268E-001	6,3239777E-001	4,4831196E-003	2,8351149E-006
2	1	0	0	9,330000633157266E+003	6,3268268E-001	6,3235956E-001	4,0719742E-003	2,5749518E-006
2	1	0	0	9,332000633133051E+003	6,3299060E-001	6,3266522E-001	3,9728945E-003	2,5135121E-006
2	1	0	1	9,334000633108837E+003	6,3329858E-001	6,3306636E-001	4,0460113E-003	2,5613936E-006
2	1	0	1	9,336000633084623E+003	6,3329858E-001	6,3287532E-001	3,8391347E-003	2,4296937E-006
2	1	0	0	9,338000633060408E+003	6,3360649E-001	6,3337201E-001	3,9123148E-003	2,4779506E-006
2	1	0	0	9,340000633036194E+003	6,3391441E-001	6,3342935E-001	4,0294025E-003	2,5523418E-006
2	1	0	1	9,342000633011980E+003	6,3391441E-001	6,3363951E-001	3,8201711E-003	2,4206113E-006
2	1	0	0	9,344000632987765E+003	6,3422239E-001	6,3398337E-001	3,9178506E-003	2,4838521E-006
2	1	0	0	9,346000632963551E+003	6,3422239E-001	6,3383055E-001	3,7758811E-003	2,3932689E-006
2	1	0	1	9,348000632939336E+003	6,3453031E-001	6,3436544E-001	3,8997149E-003	2,4738445E-006
2	1	0	1	9,350000632915122E+003	6,3483822E-001	6,3455647E-001	3,9872765E-003	2,5301522E-006
2	1	0	0	9,352000632890908E+003	6,3483822E-001	6,3448006E-001	3,8358252E-003	2,4337546E-006
2	1	0	0	9,354000632866693E+003	6,3514620E-001	6,3472837E-001	3,9020691E-003	2,4767539E-006
2	1	0	1	9,356000632842479E+003	6,3545412E-001	6,3514870E-001	3,9830767E-003	2,5298459E-006
2	1	0	1	9,358000632818264E+003	6,3545412E-001	6,3503408E-001	3,8421892E-003	2,4399212E-006
2	1	0	0	9,360000632794050E+003	6,3576210E-001	6,3533974E-001	3,9147963E-003	2,4872256E-006
2	1	0	1	9,362000632769836E+003	6,3607001E-001	6,3566446E-001	4,0127938E-003	2,5507904E-006
2	1	0	1	9,364000632745621E+003	6,3607001E-001	6,3585550E-001	3,8568887E-003	2,4524238E-006
2	1	0	0	9,366000632721407E+003	6,3637793E-001	6,3614208E-001	3,9307689E-003	2,5005274E-006
2	1	0	0	9,368000632697192E+003	6,3668591E-001	6,3654327E-001	4,0427661E-003	2,5733955E-006
2	1	0	1	9,370000632672978E+003	6,3668591E-001	6,3627583E-001	3,8745790E-003	2,4653009E-006
2	1	0	1	9,372000632648764E+003	6,3699383E-001	6,3665789E-001	3,9636684E-003	2,5235008E-006
2	1	0	0	9,374000632624549E+003	6,3730180E-001	6,3696355E-001	4,0717199E-003	2,5935371E-006
2	1	0	0	9,376000632600335E+003	6,3730180E-001	6,3696355E-001	3,9078603E-003	2,4891644E-006
2	1	0	1	9,378000632576121E+003	6,3760972E-001	6,3730741E-001	3,9877221E-003	2,5414049E-006
2	1	0	0	9,380000632551906E+003	6,3791764E-001	6,3751757E-001	4,1144830E-003	2,6230553E-006
2	1	0	0	9,382000632527692E+003	6,3791764E-001	6,3763219E-001	3,9172145E-003	2,4977421E-006
2	1	0	1	9,384000632503477E+003	6,3822562E-001	6,3799512E-001	4,0042670E-003	2,5547029E-006
2	1	0	1	9,386000632479263E+003	6,3822562E-001	6,3795692E-001	3,8654793E-003	2,4660092E-006
2	1	0	0	9,388000632455049E+003	6,3853353E-001	6,3833898E-001	3,9332504E-003	2,5107470E-006
2	1	0	0	9,390000632430834E+003	6,3884145E-001	6,3870198E-001	4,0197941E-003	2,5674503E-006
2	1	0	1	9,392000632406620E+003	6,3884145E-001	6,3862556E-001	3,8803061E-003	2,4780627E-006
2	1	0	1	9,394000632382405E+003	6,3914943E-001	6,3881660E-001	3,9448319E-003	2,5200241E-006
2	1	0	0	9,396000632358191E+003	6,3945735E-001	6,3912225E-001	4,0399022E-003	2,5819913E-006
2	1	0	1	9,398000632333977E+003	6,3945735E-001	6,3923687E-001	3,8972334E-003	2,4912554E-006
2	1	0	1	9,400000632309762E+003	6,3976532E-001	6,3946611E-001	3,9784308E-003	2,5440715E-006
2	1	0	0	9,402000632285548E+003	6,4007324E-001	6,3988644E-001	4,0777014E-003	2,6092657E-006
2	1	0	1	9,404000632261334E+003	6,4007324E-001	6,3975269E-001	3,9181686E-003	2,5066588E-006
2	1	0	1	9,406000632237119E+003	6,4038116E-001	6,4009655E-001	3,9931946E-003	2,5560300E-006
2	1	0	0	9,408000632212905E+003	6,4068913E-001	6,4038312E-001	4,1078008E-003	2,6305663E-006
2	1	0	1	9,410000632188690E+003	6,4068913E-001	6,4042133E-001	3,9260597E-003	2,5143324E-006
2	1	0	1	9,412000632164476E+003	6,4099705E-001	6,4070785E-001	4,0082121E-003	2,5680929E-006
2	1	0	0	9,414000632140262E+003	6,4130497E-001	6,4103264E-001	4,1391728E-003	2,6533448E-006
2	1	0	0	9,416000632116047E+003	6,4130497E-001	6,4105177E-001	3,9496683E-003	2,5319418E-006
2	1	0	1	9,418000632091833E+003	6,4161295E-001	6,4151025E-001	4,0311208E-003	2,5860054E-006
2	1	0	1	9,420000632067618E+003	6,4192086E-001	6,4162487E-001	4,1665994E-003	2,6733937E-006
2	1	0	0	9,422000632043404E+003	6,4192086E-001	6,4172035E-001	3,9626495E-003	2,5429129E-006
2	1	0	0	9,424000632019190E+003	6,4222884E-001	6,4185411E-001	4,0559387E-003	2,6033208E-006
2	1	0	1	9,426000631994975E+003	6,4222884E-001	6,4208335E-001	3,9172145E-003	2,5151783E-006
2	1	0	0	9,428000631970761E+003	6,4253676E-001	6,4215976E-001	3,9894399E-003	2,5618579E-006
2	1	0	0	9,430000631946546E+003	6,4284468E-001	6,4256096E-001	4,0801200E-003	2,6217258E-006
2	1	0	1	9,432000631922332E+003	6,4284468E-001	6,4258003E-001	3,9375774E-003	2,5302086E-006
2	1	0	1	9,434000631898118E+003	6,4315265E-001	6,4284748E-001	4,0070666E-003	2,5759327E-006
2	1	0	0	9,436000631873903E+003	6,4346057E-001	6,4315313E-001	4,1058920E-003	2,6407174E-006
2	1	0	0	9,438000631849689E+003	6,4346057E-001	6,4305764E-001	3,9596590E-003	2,5462889E-006
2	1	0	1	9,440000631825475E+003	6,4376849E-001	6,4353520E-001	4,0294025E-003	2,5930624E-006
2	1	0	0	9,442000631801260E+003	6,4407647E-001	6,4380270E-001	4,1374546E-003	2,6637044E-006
2	1	0	0	9,444000631777046E+003	6,4407647E-001	6,4368808E-001	3,9699040E-003	2,5553800E-006
2	1	0	1	9,446000631752831E+003	6,4438438E-001	6,4407015E-001	4,0631928E-003	2,6169812E-006
2	1	0	1	9,448000631728617E+003	6,4469236E-001	6,4450949E-001	4,1641179E-003	2,6838136E-006
2	1	0	0	9,450000631704403E+003	6,4469236E-001	6,4439487E-001	3,9928127E-003	2,5729480E-006
2	1	0	0	9,452000631680188E+003	6,4500028E-001	6,4473873E-001	4,0725470E-003	2,6257287E-006
2	1	0	1	9,454000631655974E+003	6,4530820E-001	6,4512086E-001	4,1972715E-003	2,7077474E-006
2	1	0	1	9,456000631631759E+003	6,4530820E-001	6,4510173E-001	4,0159761E-003	2,5907132E-006
2	1	0	0	9,458000631607545E+003	6,4561617E-001	6,4527369E-001	4,1058282E-003	2,6493828E-006
2	1	0	1	9,460000631583331E+003	6,4592409E-001	6,4569396E-001	4,2406707E-003	2,7381755E-006
2	1	0	1	9,462000631559116E+003	6,4592409E-001	6,4569396E-001	4,0298481E-003	2,6020487E-006
2	1	0	0	9,464000631534902E+003	6,4623201E-001	6,4582765E-001	4,1139098E-003	2,6568766E-006
2	1	0	0	9,466000631510688E+003	6,4623201E-001	6,4598048E-001	3,9875945E-003	2,5759082E-006
2	1	0	1	9,468000631486473E+003	6,4653999E-001	6,4630526E-001	4,0659290E-003	2,6278312E-006
2	1	0	1	9,470000631462259E+003	6,4684790E-001	6,4661092E-001	4,1548908E-003	2,6865978E-006
2	1	0	0	9,472000631438044E+003	6,4684790E-001	6,4663005E-001	4,0114578E-003	2,5939291E-006
2	1	0	0	9,474000631413830E+003	6,4715588E-001	6,4693570E-001	4,0785926E-003	2,6385871E-006
2	1	0	1	9,476000631389616E+003	6,4746380E-001	6,4722222E-001	4,1599181E-003	2,6923915E-006
2	1	0	0	9,478000631365401E+003	6,4746380E-001	6,4710760E-001	4,0103761E-003	2,5951449E-006
2	1	0	0	9,480000631341187E+003	6,4777172E-001	6,4739418E-001	4,0866104E-003	2,6456478E-006
2	1	0	1	9,482000631316972E+003	6,4807969E-001	6,4775717E-001	4,1937721E-003	2,7165459E-006
2	1	0	1	9,484000631292758E+003	6,4807969E-001	6,4783359E-001	4,0384391E-003	2,6162365E-006
2	1	0	0	9,486000631268544E+003	6,4838761E-001	6,4802462E-001	4,1120010E-003	2,6646778E-006
2	1	0	0	9,488000631244329E+003	6,4869553E-001	6,4838755E-001	4,2185895E-003	2,7352810E-006
2	1	0	1	9,490000631220115E+003	6,4869553E-001	6,4831114E-001	4,0447386E-003	2,6222490E-006
2	1	0	1	9,492000631195901E+003	6,4900351E-001	6,4882696E-001	4,1360552E-003	2,6835842E-006
2	1	0	0	9,494000631171686E+003	6,4931142E-001	6,4897978E-001	4,2611612E-003	2,7654075E-006
2	1	0	1	9,496000631147472E+003	6,4931142E-001	6,4901799E-001	4,0721018E-003	2,6428672E-006
2	1	0	1	9,498000631123257E+003	6,4961940E-001	6,4936185E-001	4,1608089E-003	2,7018705E-006
2	1	0	0	9,500000631099043E+003	6,4961940E-001	6,4926636E-001	4,0236120E-003	2,6123960E-006
2	1	0	0	9,502000631074829E+003	6,4992732E-001	6,4976305E-001	4,1067190E-003	2,6683942E-006
2	1	0	1	9,504000631050614E+003	6,5023524E-001	6,5006870E-001	4,1821268E-003	2,7186697E-006
2	1	0	1	9,506000631026400E+003	6,5023524E-001	6,5001142E-001	4,0528839E-003	2,6344208E-006
2	1	0	0	9,508000631002185E+003	6,5054321E-001	6,5016425E-001	4,1145459E-003	2,6751306E-006
2	1	0	0	9,510000630977971E+003	6,5085113E-001	6,5054631E-001	4,2184619E-003	2,7443048E-006
2	1	0	1	9,512000630953757E+003	6,5085113E-001	6,5056539E-001	4,0767472E-003	2,6521907E-006
2	1	0	0	9,514000630929542E+003	6,5115905E-001	6,5089017E-001	4,1376455E-003	2,6931527E-006
2	1	0	0	9,516000630905328E+003	6,5146703E-001	6,5127224E-001	4,2365347E-003	2,7591375E-006
2	1	0	1	9,518000630881113E+003	6,5146703E-001	6,5125316E-001	4,0794197E-003	2,6567350E-006
2	1	0	1	9,520000630856899E+003	6,5177494E-001	6,5144420E-001	4,1625905E-003	2,7116955E-006
2	1	0	0	9,522000630832685E+003	6,5208292E-001	6,5173072E-001	4,2648520E-003	2,7795352E-006
2	1	0	0	9,524000630808470E+003	6,5208292E-001	6,5171164E-001	4,1094553E-003	2,6781800E-006
2	1	0	1	9,526000630784256E+003	6,5239084E-001	6,5207458E-001	4,1791359E-003	2,7251083E-006
2	1	0	1	9,528000630760042E+003	6,5269876E-001	6,5245670E-001	4,2988332E-003	2,8048025E-006
2	1	0	0	9,530000630735827E+003	6,5269876E-001	6,5236115E-001	4,1116192E-003	2,6822606E-006
2	1	0	1	9,532000630711613E+003	6,5300673E-001	6,5268594E-001	4,1977810E-003	2,7398326E-006
2	1	0	1	9,534000630687398E+003	6,5331465E-001	6,5297246E-001	4,3289326E-003	2,8266738E-006
2	1	0	0	9,536000630663184E+003	6,5331465E-001	6,5293425E-001	4,1268915E-003	2,6945888E-006
2	1	0	0	9,538000630638970E+003	6,5362263E-001	6,5333545E-001	4,2059897E-003	2,7479221E-006
2	1	0	1	9,540000630614755E+003	6,5362263E-001	6,5329725E-001	4,0744562E-003	2,6618311E-006
2	1	0	1	9,542000630590541E+003	6,5393054E-001	6,5366018E-001	4,1463003E-003	2,7102715E-006
2	1	0	0	9,544000630566326E+003	6,5423846E-001	6,5400410E-001	4,2226617E-003	2,7616381E-006
2	1	0	0	9,546000630542112E+003	6,5423846E-001	6,5390855E-001	4,1007376E-003	2,6815073E-006
2	1	0	1	9,548000630517898E+003	6,5454644E-001	6,5423334E-001	4,1746176E-003	2,7311739E-006
2	1	0	0	9,550000630493683E+003	6,5485436E-001	6,5459627E-001	4,2583612E-003	2,7875074E-006
2	1	0	0	9,552000630469469E+003	6,5485436E-001	6,5461540E-001	4,1158190E-003	2,6942785E-006
2	1	0	1	9,554000630445255E+003	6,5516227E-001	6,5482551E-001	4,1901451E-003	2,7438139E-006
2	1	0	1	9,556000630421040E+003	6,5547025E-001	6,5522671E-001	4,2970511E-003	2,8155428E-006
2	1	0	0	9,558000630396826E+003	6,5547025E-001	6,5511209E-001	4,1390457E-003	2,7115389E-006
2	1	0	0	9,560000630372611E+003	6,5577817E-001	6,5558970E-001	4,2092353E-003	2,7595313E-006
2	1	0	1	9,562000630348397E+003	6,5608615E-001	6,5583801E-001	4,3161418E-003	2,8306899E-006
2	1	0	1	9,564000630324183E+003	6,5608615E-001	6,5585715E-001	4,1496726E-003	2,7215924E-006
2	1	0	0	9,566000630299968E+003	6,5639406E-001	6,5606725E-001	4,2215167E-003	2,7695987E-006
2	1	0	1	9,568000630275754E+003	6,5670198E-001	6,5644938E-001	4,3527954E-003	2,8573897E-006
2	1	0	1	9,570000630251539E+003	6,5670198E-001	6,5644938E-001	4,1681272E-003	2,7361646E-006
2	1	0	0	9,572000630227325E+003	6,5700996E-001	6,5664041E-001	4,2509795E-003	2,7913650E-006
2	1	0	0	9,574000630203111E+003	6,5731788E-001	6,5698427E-001	4,3735402E-003	2,8733471E-006
2	1	0	1	9,576000630178896E+003	6,5731788E-001	6,5698427E-001	4,1895080E-003	2,7524409E-006
2	1	0	1	9,578000630154682E+003	6,5762579E-001	6,5721351E-001	4,2695608E-003	2,8060131E-006
2	1	0	0	9,580000630130467E+003	6,5762579E-001	6,5711796E-001	4,1354820E-003	2,7174995E-006
2	1	0	0	9,582000630106253E+003	6,5793377E-001	6,5759557E-001	4,2022988E-003	2,7634130E-006
2	1	0	1	9,584000630082039E+003	6,5824169E-001	6,5793943E-001	4,2945696E-003	2,8255668E-006
2	1	0	0	9,586000630057824E+003	6,5824169E-001	6,5790123E-001	4,1582631E-003	2,7357264E-006
2	1	0	0	9,588000630033610E+003	6,5854967E-001	6,5824509E-001	4,2168712E-003	2,7757349E-006
2	1	0	1	9,590000630009396E+003	6,5885758E-001	6,5851253E-001	4,3158871E-003	2,8420657E-006
2	1	0	1	9,592000629985181E+003	6,5885758E-001	6,5853167E-001	4,1653905E-003	2,7430415E-006
2	1	0	0	9,594000629960967E+003	6,5916550E-001	6,5878004E-001	4,2519979E-003	2,8011314E-006
2	1	0	0	9,596000629936752E+003	6,5947348E-001	6,5931493E-001	4,3519042E-003	2,8692755E-006
2	1	0	1	9,598000629912538E+003	6,5947348E-001	6,5902835E-001	4,1931355E-003	2,7633953E-006
2	1	0	1	9,600000629888324E+003	6,5978140E-001	6,5941042E-001	4,2583612E-003	2,8080078E-006
2	1	0	1	9,602000629864109E+003	6,6008931E-001	6,5981162E-001	4,3708677E-003	2,8839493E-006
2	1	0	1	9,604000629839895E+003	6,6008931E-001	6,5979248E-001	4,2059897E-003	2,7750802E-006
2	1	0	0	9,606000629815680E+003	6,6039729E-001	6,6015548E-001	4,2862967E-003	2,8296222E-006
2	1	0	0	9,608000629791466E+003	6,6070521E-001	6,6040385E-001	4,4087940E-003	2,9115845E-006
2	1	0	1	9,610000629767252E+003	6,6070521E-001	6,6051847E-001	4,2255255E-003	2,7910376E-006
2	1	0	1	9,612000629743037E+003	6,6101319E-001	6,6069037E-001	4,3194504E-003	2,8538193E-006
2	1	0	0	9,614000629718823E+003	6,6132110E-001	6,6114885E-001	4,4547385E-003	2,9452451E-006
2	1	0	1	9,616000629694609E+003	6,6132110E-001	6,6095781E-001	4,2565796E-003	2,8134195E-006
2	1	0	1	9,618000629670394E+003	6,6162902E-001	6,6130173E-001	4,3408321E-003	2,8705997E-006
2	1	0	0	9,620000629646180E+003	6,6162902E-001	6,6133994E-001	4,2072623E-003	2,7824306E-006
2	1	0	0	9,622000629621965E+003	6,6193700E-001	6,6170287E-001	4,2692428E-003	2,8249701E-006
2	1	0	1	9,624000629597751E+003	6,6224492E-001	6,6185570E-001	4,3724589E-003	2,8939369E-006
2	1	0	1	9,626000629573537E+003	6,6224492E-001	6,6200852E-001	4,2287707E-003	2,7994822E-006
2	1	0	0	9,628000629549322E+003	6,6255283E-001	6,6223776E-001	4,2894152E-003	2,8406128E-006
2	1	0	1	9,630000629525108E+003	6,6286081E-001	6,6260076E-001	4,3877312E-003	2,9073140E-006
2	1	0	1	9,632000629500893E+003	6,6286081E-001	6,6252434E-001	4,2337980E-003	2,8049942E-006
2	1	0	0	9,634000629476679E+003	6,6316873E-001	6,6284913E-001	4,3077422E-003	2,8553832E-006
2	1	0	0	9,636000629452465E+003	6,6347671E-001	6,6313565E-001	4,4160485E-003	2,9284392E-006
2	1	0	1	9,638000629428250E+003	6,6347671E-001	6,6307837E-001	4,2593791E-003	2,8243021E-006
2	1	0	1	9,640000629404036E+003	6,6378462E-001	6,6342223E-001	4,3287412E-003	2,8717832E-006
2	1	0	0	9,642000629379821E+003	6,6409254E-001	6,6378522E-001	4,4625658E-003	2,9621851E-006
2	1	0	0	9,644000629355607E+003	6,6409254E-001	6,6376609E-001	4,2888424E-003	2,8467882E-006
2	1	0	1	9,646000629331393E+003	6,6440052E-001	6,6414815E-001	4,3712496E-003	2,9031573E-006
2	1	0	0	9,648000629307178E+003	6,6470844E-001	6,6445380E-001	4,4911373E-003	2,9841533E-006
2	1	0	0	9,650000629282964E+003	6,6470844E-001	6,6449201E-001	4,3069148E-003	2,8619104E-006
2	1	0	1	9,652000629258750E+003	6,6501635E-001	6,6475946E-001	4,3867766E-003	2,9161513E-006
2	1	0	1	9,654000629234535E+003	6,6532433E-001	6,6491228E-001	4,5309728E-003	3,0126994E-006
2	1	0	0	9,656000629210321E+003	6,6532433E-001	6,6498870E-001	4,3134051E-003	2,8683658E-006
2	1	0	0	9,658000629186106E+003	6,6563225E-001	6,6525620E-001	4,4097486E-003	2,9336127E-006
2	1	0	1	9,660000629161892E+003	6,6563225E-001	6,6538990E-001	4,2583612E-003	2,8334705E-006
2	1	0	1	9,662000629137678E+003	6,6594023E-001	6,6560006E-001	4,3371413E-003	2,8868014E-006
2	1	0	0	9,664000629113463E+003	6,6624814E-001	6,6581017E-001	4,4259117E-003	2,9468169E-006
2	1	0	1	9,666000629089249E+003	6,6624814E-001	6,6596299E-001	4,2856606E-003	2,8540912E-006
2	1	0	1	9,668000629065034E+003	6,6655606E-001	6,6628778E-001	4,3617045E-003	2,9061505E-006
2	1	0	0	9,670000629040820E+003	6,6686404E-001	6,6666985E-001	4,4637113E-003	2,9758216E-006
2	1	0	0	9,672000629016606E+003	6,6686404E-001	6,6678447E-001	4,3050693E-003	2,8705533E-006
2	1	0	1	9,674000628992391E+003	6,6717196E-001	6,6680360E-001	4,3809218E-003	2,9212144E-006
2	1	0	1	9,676000628968177E+003	6,6747987E-001	6,6724294E-001	4,4869380E-003	2,9938776E-006
2	1	0	0	9,678000628943963E+003	6,6747987E-001	6,6722387E-001	4,3229507E-003	2,8843758E-006
2	1	0	0	9,680000628919748E+003	6,6778785E-001	6,6749132E-001	4,4171941E-003	2,9484386E-006
2	1	0	1	9,682000628895534E+003	6,6809577E-001	6,6772056E-001	4,5289369E-003	3,0240642E-006
2	1	0	0	9,684000628871319E+003	6,6809577E-001	6,6785431E-001	4,3540043E-003	2,9078406E-006
2	1	0	0	9,686000628847105E+003	6,6840374E-001	6,6796893E-001	4,4383844E-003	2,9647028E-006
2	1	0	1	9,688000628822891E+003	6,6871166E-001	6,6842741E-001	4,5584636E-003	3,0470019E-006
2	1	0	1	9,690000628798676E+003	6,6871166E-001	6,6842741E-001	4,3841670E-003	2,9304974E-006
2	1	0	0	9,692000628774462E+003	6,6901958E-001	6,6865665E-001	4,4616745E-003	2,9833284E-006
2	1	0	0	9,694000628750247E+003	6,6901958E-001	6,6867572E-001	4,3302048E-003	2,8955028E-006
2	1	0	1	9,696000628726033E+003	6,6932756E-001	6,6903871E-001	4,3914854E-003	2,9380737E-006
2	1	0	1	9,698000628701819E+003	6,6963547E-001	6,6940171E-001	4,4855378E-003	3,0026267E-006
2	1	0	0	9,700000628677604E+003	6,6963547E-001	6,6924888E-001	4,3551498E-003	2,9146790E-006
2	1	0	1	9,702000628653390E+003	6,6994345E-001	6,6963094E-001	4,4206302E-003	2,9601908E-006
2	1	0	1	9,704000628629175E+003	6,7025137E-001	6,7018497E-001	4,5085740E-003	3,0215786E-006
2	1	0	0	9,706000628604961E+003	6,7025137E-001	6,6986018E-001	4,3668589E-003	2,9251848E-006
2	1	0	0	9,708000628580747E+003	6,7055929E-001	6,7033780E-001	4,4308756E-003	2,9701835E-006
2	1	0	1	9,710000628556532E+003	6,7086726E-001	6,7054790E-001	4,5355549E-003	3,0413069E-006
2	1	0	1	9,712000628532318E+003	6,7086726E-001	6,7058611E-001	4,3775495E-003	2,9355240E-006
2	1	0	0	9,714000628508104E+003	6,7117518E-001	6,7089176E-001	4,4549927E-003	2,9888179E-006
2	1	0	0	9,716000628483889E+003	6,7148310E-001	6,7112100E-001	4,5675631E-003	3,0653875E-006
2	1	0	1	9,718000628459675E+003	6,7148310E-001	6,7123562E-001	4,4047213E-003	2,9566058E-006
2	1	0	0	9,720000628435460E+003	6,7179108E-001	6,7154133E-001	4,4822288E-003	3,0100018E-006
2	1	0	0	9,722000628411246E+003	6,7209899E-001	6,7188519E-001	4,5974078E-003	3,0889303E-006
2	1	0	1	9,724000628387032E+003	6,7209899E-001	6,7173237E-001	4,4181482E-003	2,9678131E-006
2	1	0	1	9,726000628362817E+003	6,7240697E-001	6,7199981E-001	4,5046280E-003	3,0271092E-006
2	1	0	0	9,728000628338603E+003	6,7271489E-001	6,7230546E-001	4,6323435E-003	3,1143500E-006
2	1	0	0	9,730000628314388E+003	6,7271489E-001	6,7234367E-001	4,4386387E-003	2,9842906E-006
2	1	0	1	9,732000628290174E+003	6,7302281E-001	6,7272574E-001	4,5209825E-003	3,0413812E-006
2	1	0	1	9,734000628265960E+003	6,7302281E-001	6,7263025E-001	4,3860129E-003	2,9501650E-006
2	1	0	0	9,736000628241745E+003	6,7333078E-001	6,7297411E-001	4,4523203E-003	2,9962962E-006
2	1	0	1	9,738000628217531E+003	6,7363870E-001	6,7331797E-001	4,5484090E-003	3,0625256E-006
2	1	0	1	9,740000628193317E+003	6,7363870E-001	6,7333704E-001	4,4061211E-003	2,9668045E-006
2	1	0	0	9,742000628169102E+003	6,7394662E-001	6,7379552E-001	4,5031644E-003	3,0342121E-006
2	1	0	0	9,744000628144888E+003	6,7425460E-001	6,7400569E-001	4,5904717E-003	3,0940041E-006
2	1	0	1	9,746000628120673E+003	6,7425460E-001	6,7404389E-001	4,4493936E-003	2,9990865E-006
2	1	0	1	9,748000628096459E+003	6,7456251E-001	6,7438775E-001	4,5099100E-003	3,0414280E-006
2	1	0	0	9,750000628072245E+003	6,7487049E-001	6,7461699E-001	4,6115983E-003	3,1110626E-006
2	1	0	0	9,752000628048030E+003	6,7487049E-001	6,7452151E-001	4,4570928E-003	3,0064050E-006
2	1	0	1	9,754000628023816E+003	6,7517841E-001	6,7494178E-001	4,5400094E-003	3,0642420E-006
2	1	0	0	9,756000627999601E+003	6,7548633E-001	6,7528564E-001	4,6467250E-003	3,1378668E-006
