EC-Lab ASCII FILE
Nb header lines : 55                          

Linear Polarization

Run on channel : 2 (SN 25892)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Ewe ctrl range : min = -10,00 V, max = 10,00 V
Safety Limits :
	Do not start on E overload
Acquisition started on : 10.08.2018 15:01:16
Saved on :
	File : 1.4571_plasma.mpr
	Directory : D:\VLK\2018\Probe MPAL40\
	Host : 172.16.12.5
Device : VSP (SN 1524)
Address : USB
EC-Lab for windows v10.44 (software)
Internet server v10.44 (firmware)
Command interpretor v10.44 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0,001 cm²
Characteristic mass : 0,001 g
Equivalent Weight : 0,000 g/eq.
Density : 0,000 g/cm3
tR (h:m:s)          0:00:0,0000         
dER/dt (mV/h)       0,0                 
dER (mV)            0                   
dtR (s)             1,0000              
dE/dt               0,100               
dE/dt unit          mV/s                
Ei (V)              -0,300              
vs.                 Ref                 
EL (V)              1,500               
vs.                 Ref                 
record              I                   
dI                  0,000               
unit dI             µA                  
tI (s)              2,0000              
step percent        25                  
N                   5                   
E range min (V)     -10,000             
E range max (V)     10,000              
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           5                   

mode	ox/red	error	control changes	time/s	control/V	Ewe/V	I/mA	P/W
2	1	0	1	2,146000345787470E+003	-8,5741587E-002	-8,6227663E-002	-1,3052624E-001	1,1254973E-005
2	1	0	1	2,148000345736946E+003	-8,5433647E-002	-8,5979313E-002	-1,3022083E-001	1,1196297E-005
2	1	0	1	2,150000345686422E+003	-8,5125707E-002	-8,5673653E-002	-1,3002357E-001	1,1139594E-005
2	1	0	1	2,152000345635897E+003	-8,5125707E-002	-8,5711859E-002	-1,3004902E-001	1,1146743E-005
2	1	0	1	2,154000345585373E+003	-8,4817767E-002	-8,5253365E-002	-1,2988994E-001	1,1073554E-005
2	1	0	1	2,156000345534849E+003	-8,4509827E-002	-8,5024126E-002	-1,2967359E-001	1,1025383E-005
2	1	0	1	2,158000345484325E+003	-8,4509827E-002	-8,5100539E-002	-1,2964179E-001	1,1032585E-005
2	1	0	1	2,160000345433800E+003	-8,4201887E-002	-8,4680259E-002	-1,2937455E-001	1,0955470E-005
2	1	0	1	2,162000345383276E+003	-8,3893947E-002	-8,4546529E-002	-1,2915820E-001	1,0919877E-005
2	1	0	1	2,164000345332752E+003	-8,3893947E-002	-8,4584735E-002	-1,2929182E-001	1,0936114E-005
2	1	0	1	2,166000345282228E+003	-8,3586007E-002	-8,4068939E-002	-1,2953362E-001	1,0889754E-005
2	1	0	1	2,168000345231703E+003	-8,3278067E-002	-8,3763279E-002	-1,2904365E-001	1,0809120E-005
2	1	0	1	2,170000345181179E+003	-8,3278067E-002	-8,3763279E-002	-1,2907548E-001	1,0811786E-005
2	1	0	1	2,172000345130655E+003	-8,2970127E-002	-8,3629549E-002	-1,2876369E-001	1,0768449E-005
2	1	0	1	2,174000345080131E+003	-8,2970127E-002	-8,3553135E-002	-1,2878914E-001	1,0760737E-005
2	1	0	1	2,176000345029606E+003	-8,2662188E-002	-8,3171062E-002	-1,2860462E-001	1,0696182E-005
2	1	0	1	2,178000344979082E+003	-8,2354248E-002	-8,2884505E-002	-1,2838829E-001	1,0641400E-005
2	1	0	1	2,180000344928558E+003	-8,2354248E-002	-8,2884505E-002	-1,2832464E-001	1,0636125E-005
2	1	0	1	2,182000344878034E+003	-8,2046308E-002	-8,2521535E-002	-1,2821011E-001	1,0580095E-005
2	1	0	1	2,184000344827509E+003	-8,1738368E-002	-8,2254082E-002	-1,2814648E-001	1,0540572E-005
2	1	0	1	2,186000344776985E+003	-8,1738368E-002	-8,2330495E-002	-1,2799378E-001	1,0537791E-005
2	1	0	1	2,188000344726461E+003	-8,1430428E-002	-8,2063042E-002	-1,2782197E-001	1,0489460E-005
2	1	0	1	2,190000344675937E+003	-8,1122488E-002	-8,1661865E-002	-1,2743384E-001	1,0406485E-005
2	1	0	1	2,192000344625412E+003	-8,1122488E-002	-8,1680968E-002	-1,2748474E-001	1,0413077E-005
2	1	0	1	2,194000344574888E+003	-8,0814548E-002	-8,1317998E-002	-1,2745927E-001	1,0364733E-005
2	1	0	1	2,196000344524364E+003	-8,0506608E-002	-8,1012338E-002	-1,2740837E-001	1,0321650E-005
2	1	0	1	2,198000344473840E+003	-8,0506608E-002	-8,1031442E-002	-1,2733838E-001	1,0318413E-005
2	1	0	1	2,200000344423315E+003	-8,0198668E-002	-8,0878615E-002	-1,2732565E-001	1,0297923E-005
2	1	0	1	2,202000344372791E+003	-7,9890728E-002	-8,0534741E-002	-1,2708385E-001	1,0234665E-005
2	1	0	1	2,204000344322267E+003	-7,9890728E-002	-8,0611162E-002	-1,2711568E-001	1,0246943E-005
2	1	0	1	2,206000344271743E+003	-7,9582788E-002	-8,0152668E-002	-1,2797469E-001	1,0257513E-005
2	1	0	1	2,208000344221218E+003	-7,9274848E-002	-7,9961635E-002	-1,2745927E-001	1,0191852E-005
2	1	0	1	2,210000344170694E+003	-7,9274848E-002	-7,9789698E-002	-1,2740837E-001	1,0165875E-005
2	1	0	1	2,212000344120170E+003	-7,8966908E-002	-7,9484038E-002	-1,2745291E-001	1,0130472E-005
2	1	0	1	2,214000344069646E+003	-7,8966908E-002	-7,9598665E-002	-1,2821011E-001	1,0205354E-005
2	1	0	1	2,216000344019121E+003	-7,8658968E-002	-7,9273894E-002	-1,2835011E-001	1,0174813E-005
2	1	0	1	2,218000343968597E+003	-7,8351028E-002	-7,8910924E-002	-1,2827374E-001	1,0122199E-005
2	1	0	1	2,220000343918073E+003	-7,8351028E-002	-7,8891821E-002	-1,2836283E-001	1,0126778E-005
2	1	0	1	2,222000343867549E+003	-7,8043088E-002	-7,8624368E-002	-1,2801923E-001	1,0065431E-005
2	1	0	1	2,224000343817024E+003	-7,7735148E-002	-7,8337818E-002	-1,2890369E-001	1,0098033E-005
2	1	0	1	2,226000343766500E+003	-7,7735148E-002	-7,8223191E-002	-1,2917092E-001	1,0104162E-005
2	1	0	1	2,228000343715976E+003	-7,7427208E-002	-7,8013048E-002	-1,2965451E-001	1,0114743E-005
2	1	0	1	2,230000343665452E+003	-7,7119268E-002	-7,7669181E-002	-1,2867461E-001	9,9940517E-006
2	1	0	1	2,232000343614927E+003	-7,7119268E-002	-7,7669181E-002	-1,2829919E-001	9,9648933E-006
2	1	0	1	2,234000343564403E+003	-7,6811329E-002	-7,7401735E-002	-1,2944452E-001	1,0019231E-005
2	1	0	1	2,236000343513879E+003	-7,6503389E-002	-7,7038758E-002	-1,2843917E-001	9,8947939E-006
2	1	0	1	2,238000343463355E+003	-7,6503389E-002	-7,7076972E-002	-1,2840737E-001	9,8972514E-006
2	1	0	1	2,240000343412830E+003	-7,6195449E-002	-7,6924138E-002	-1,2801923E-001	9,8477685E-006
2	1	0	1	2,242000343362306E+003	-7,5887509E-002	-7,6484755E-002	-1,2773290E-001	9,7696193E-006
2	1	0	1	2,244000343311782E+003	-7,5887509E-002	-7,6389231E-002	-1,2822920E-001	9,7953298E-006
2	1	0	1	2,246000343261258E+003	-7,5579569E-002	-7,6064467E-002	-1,2800650E-001	9,7367465E-006
2	1	0	1	2,248000343210733E+003	-7,5579569E-002	-7,6064467E-002	-1,2788561E-001	9,7275506E-006
2	1	0	1	2,250000343160209E+003	-7,5271629E-002	-7,5930744E-002	-1,2763108E-001	9,6911235E-006
2	1	0	1	2,252000343109685E+003	-7,4963689E-002	-7,5453147E-002	-1,2742746E-001	9,6148024E-006
2	1	0	1	2,254000343059161E+003	-7,4963689E-002	-7,5434044E-002	-1,2729384E-001	9,6022895E-006
2	1	0	1	2,256000343008636E+003	-7,4655749E-002	-7,5128384E-002	-1,2717931E-001	9,5547757E-006
2	1	0	1	2,258000342958112E+003	-7,4347809E-002	-7,4746311E-002	-1,2658754E-001	9,4619518E-006
2	1	0	1	2,260000342907588E+003	-7,4347809E-002	-7,4708104E-002	-1,2667027E-001	9,4632960E-006
2	1	0	1	2,262000342857064E+003	-7,4039869E-002	-7,4536167E-002	-1,2665118E-001	9,4400939E-006
2	1	0	1	2,264000342806539E+003	-7,3731929E-002	-7,4134991E-002	-1,2716658E-001	9,4274938E-006
2	1	0	1	2,266000342756015E+003	-7,3731929E-002	-7,4154094E-002	-1,2688661E-001	9,4091611E-006
2	1	0	1	2,268000342705491E+003	-7,3423989E-002	-7,3810227E-002	-1,2673388E-001	9,3542567E-006
2	1	0	1	2,270000342654967E+003	-7,3116049E-002	-7,3638298E-002	-1,2785380E-001	9,4149354E-006
2	1	0	1	2,272000342604442E+003	-7,3116049E-002	-7,3714711E-002	-1,2756746E-001	9,4035977E-006
2	1	0	1	2,274000342553918E+003	-7,2808109E-002	-7,3198907E-002	-1,2871280E-001	9,4216366E-006
2	1	0	1	2,276000342503394E+003	-7,2500169E-002	-7,2950557E-002	-1,2816557E-001	9,3497501E-006
2	1	0	1	2,278000342452870E+003	-7,2500169E-002	-7,3046081E-002	-1,2772653E-001	9,3299222E-006
2	1	0	1	2,280000342402345E+003	-7,2192222E-002	-7,2740421E-002	-1,2725566E-001	9,2566306E-006
2	1	0	1	2,282000342351821E+003	-7,1884282E-002	-7,2339237E-002	-1,2674664E-001	9,1687552E-006
2	1	0	1	2,284000342301297E+003	-7,1884282E-002	-7,2281927E-002	-1,2682298E-001	9,1670090E-006
2	1	0	1	2,286000342250773E+003	-7,1576342E-002	-7,2071791E-002	-1,2706478E-001	9,1577858E-006
2	1	0	1	2,288000342200248E+003	-7,1576342E-002	-7,1957164E-002	-1,2693752E-001	9,1340644E-006
2	1	0	1	2,290000342149724E+003	-7,1268402E-002	-7,1785234E-002	-1,2818466E-001	9,2017663E-006
2	1	0	1	2,292000342099200E+003	-7,0960462E-002	-7,1498677E-002	-1,2777743E-001	9,1359170E-006
2	1	0	1	2,294000342048676E+003	-7,0960462E-002	-7,1441367E-002	-1,2988994E-001	9,2795144E-006
2	1	0	1	2,296000341998151E+003	-7,0652522E-002	-7,1154810E-002	-1,2943180E-001	9,2096952E-006
2	1	0	1	2,298000341947627E+003	-7,0344582E-002	-7,0810944E-002	-1,2901185E-001	9,1354514E-006
2	1	0	1	2,300000341897103E+003	-7,0344582E-002	-7,0868254E-002	-1,2891640E-001	9,1360798E-006
2	1	0	1	2,302000341846579E+003	-7,0036642E-002	-7,0505284E-002	-1,2862371E-001	9,0686508E-006
2	1	0	1	2,304000341796054E+003	-6,9728702E-002	-7,0218727E-002	-1,2897368E-001	9,0563672E-006
2	1	0	1	2,306000341745530E+003	-6,9728702E-002	-7,0295140E-002	-1,2864280E-001	9,0429630E-006
2	1	0	1	2,308000341695006E+003	-6,9420762E-002	-6,9893964E-002	-1,2840100E-001	8,9744544E-006
2	1	0	1	2,310000341644482E+003	-6,9112822E-002	-6,9722027E-002	-1,2806377E-001	8,9288651E-006
2	1	0	1	2,312000341593957E+003	-6,9112822E-002	-6,9626510E-002	-1,2807012E-001	8,9170753E-006
2	1	0	1	2,314000341543433E+003	-6,8804882E-002	-6,9225334E-002	-1,2777743E-001	8,8454353E-006
2	1	0	1	2,316000341492909E+003	-6,8496943E-002	-6,8938777E-002	-1,2761836E-001	8,7978533E-006
2	1	0	1	2,318000341442385E+003	-6,8496943E-002	-6,8919674E-002	-1,2772016E-001	8,8024317E-006
2	1	0	1	2,320000341391860E+003	-6,8189003E-002	-6,8671323E-002	-1,2750383E-001	8,7558565E-006
2	1	0	1	2,322000341341336E+003	-6,7881063E-002	-6,8422973E-002	-1,2717295E-001	8,7015515E-006
2	1	0	1	2,324000341290812E+003	-6,7881063E-002	-6,8327457E-002	-1,2728748E-001	8,6972295E-006
2	1	0	1	2,326000341240288E+003	-6,7573123E-002	-6,8040900E-002	-1,2702024E-001	8,6425716E-006
2	1	0	1	2,328000341189763E+003	-6,7573123E-002	-6,8040900E-002	-1,2710933E-001	8,6486334E-006
2	1	0	1	2,330000341139239E+003	-6,7265183E-002	-6,7735240E-002	-1,2677208E-001	8,5869369E-006
2	1	0	1	2,332000341088715E+003	-6,6957243E-002	-6,7448683E-002	-1,2649848E-001	8,5321553E-006
2	1	0	1	2,334000341038191E+003	-6,6957243E-002	-6,7295857E-002	-1,2651756E-001	8,5141082E-006
2	1	0	1	2,336000340987666E+003	-6,6649303E-002	-6,7066610E-002	-1,2635848E-001	8,4744352E-006
2	1	0	1	2,338000340937142E+003	-6,6341363E-002	-6,6760950E-002	-1,2626304E-001	8,4294406E-006
2	1	0	1	2,340000340886618E+003	-6,6341363E-002	-6,6760950E-002	-1,2616123E-001	8,4226440E-006
2	1	0	1	2,342000340836094E+003	-6,6033423E-002	-6,6493496E-002	-1,2597033E-001	8,3762079E-006
2	1	0	1	2,344000340785569E+003	-6,5725483E-002	-6,6359773E-002	-1,2569037E-001	8,3407849E-006
2	1	0	1	2,346000340735045E+003	-6,5725483E-002	-6,6111423E-002	-1,2561400E-001	8,3045206E-006
2	1	0	1	2,348000340684521E+003	-6,5417543E-002	-6,5939486E-002	-1,2536585E-001	8,2665601E-006
2	1	0	1	2,350000340633997E+003	-6,5109603E-002	-6,5614723E-002	-1,2509224E-001	8,2078923E-006
2	1	0	1	2,352000340583472E+003	-6,5109603E-002	-6,5538310E-002	-1,2511769E-001	8,2000015E-006
2	1	0	1	2,354000340532948E+003	-6,4801663E-002	-6,5270856E-002	-1,2492044E-001	8,1536646E-006
2	1	0	1	2,356000340482424E+003	-6,4493723E-002	-6,5022506E-002	-1,2458958E-001	8,1011267E-006
2	1	0	1	2,358000340431900E+003	-6,4493723E-002	-6,4965196E-002	-1,2436051E-001	8,0791051E-006
2	1	0	1	2,360000340381375E+003	-6,4185783E-002	-6,4583123E-002	-1,2440505E-001	8,0344662E-006
2	1	0	1	2,362000340330851E+003	-6,3877843E-002	-6,4334773E-002	-1,2409326E-001	7,9835118E-006
2	1	0	1	2,364000340280327E+003	-6,3877843E-002	-6,4334773E-002	-1,2422052E-001	7,9916990E-006
2	1	0	1	2,366000340229803E+003	-6,3569903E-002	-6,3971803E-002	-1,2392782E-001	7,9278861E-006
2	1	0	1	2,368000340179278E+003	-6,3569903E-002	-6,3971803E-002	-1,2431596E-001	7,9527163E-006
2	1	0	1	2,370000340128754E+003	-6,3261963E-002	-6,3799866E-002	-1,2399781E-001	7,9110441E-006
2	1	0	1	2,372000340078230E+003	-6,2954023E-002	-6,3417792E-002	-1,2384511E-001	7,8539833E-006
2	1	0	1	2,374000340027706E+003	-6,2954023E-002	-6,3264966E-002	-1,2397236E-001	7,8431076E-006
2	1	0	1	2,376000339977181E+003	-6,2646084E-002	-6,2978409E-002	-1,2369239E-001	7,7899504E-006
2	1	0	1	2,378000339926657E+003	-6,2338144E-002	-6,2787369E-002	-1,2332971E-001	7,7435479E-006
2	1	0	1	2,380000339876133E+003	-6,2338144E-002	-6,2787369E-002	-1,2339333E-001	7,7475424E-006
2	1	0	1	2,382000339825609E+003	-6,2030204E-002	-6,2462609E-002	-1,2318972E-001	7,6947508E-006
2	1	0	1	2,384000339775084E+003	-6,1722264E-002	-6,2195156E-002	-1,2284611E-001	7,6404331E-006
2	1	0	1	2,386000339724560E+003	-6,1722264E-002	-6,2080532E-002	-1,2382601E-001	7,6871847E-006
2	1	0	1	2,388000339674036E+003	-6,1414324E-002	-6,1889496E-002	-1,2345696E-001	7,6406895E-006
2	1	0	1	2,390000339623512E+003	-6,1106384E-002	-6,1545629E-002	-1,2304337E-001	7,5727812E-006
2	1	0	1	2,392000339572987E+003	-6,1106384E-002	-6,1316386E-002	-1,2401054E-001	7,6038782E-006
2	1	0	1	2,394000339522463E+003	-6,0798444E-002	-6,1201762E-002	-1,2355240E-001	7,5616249E-006
2	1	0	1	2,396000339471939E+003	-6,0490504E-002	-6,0991623E-002	-1,2312608E-001	7,5096596E-006
2	1	0	1	2,398000339421415E+003	-6,0490504E-002	-6,1048932E-002	-1,2307518E-001	7,5136081E-006
2	1	0	1	2,400000339370890E+003	-6,0182564E-002	-6,0647752E-002	-1,2277612E-001	7,4460959E-006
2	1	0	1	2,402000339320366E+003	-5,9874624E-002	-6,0246576E-002	-1,2287157E-001	7,4025916E-006
2	1	0	1	2,404000339269842E+003	-5,9874624E-002	-6,0342092E-002	-1,2343150E-001	7,4481150E-006
2	1	0	1	2,406000339219318E+003	-5,9566684E-002	-6,0017329E-002	-1,2551858E-001	7,5332896E-006
2	1	0	1	2,408000339168793E+003	-5,9566684E-002	-6,0131952E-002	-1,2487591E-001	7,5090325E-006
2	1	0	1	2,410000339118269E+003	-5,9258744E-002	-5,9520632E-002	-1,2407417E-001	7,3849728E-006
2	1	0	1	2,412000339067745E+003	-5,8950804E-002	-5,9310492E-002	-1,2591945E-001	7,4683444E-006
2	1	0	1	2,414000339017221E+003	-5,8950804E-002	-5,9367802E-002	-1,2523860E-001	7,4351401E-006
2	1	0	1	2,416000338966696E+003	-5,8642864E-002	-5,9023935E-002	-1,2501590E-001	7,3789301E-006
2	1	0	1	2,418000338916172E+003	-5,8334924E-002	-5,8737379E-002	-1,2438595E-001	7,3061046E-006
2	1	0	1	2,420000338865648E+003	-5,8334924E-002	-5,8871105E-002	-1,2411871E-001	7,3070055E-006
2	1	0	1	2,422000338815124E+003	-5,8026984E-002	-5,8374409E-002	-1,2380056E-001	7,2267844E-006
2	1	0	1	2,424000338764599E+003	-5,7719044E-002	-5,8126058E-002	-1,2340606E-001	7,1731079E-006
2	1	0	1	2,426000338714075E+003	-5,7719044E-002	-5,8202475E-002	-1,2332334E-001	7,1777235E-006
2	1	0	1	2,428000338663551E+003	-5,7411104E-002	-5,7877712E-002	-1,2304337E-001	7,1214686E-006
2	1	0	1	2,430000338613027E+003	-5,7103164E-002	-5,7514742E-002	-1,2276976E-001	7,0610708E-006
2	1	0	1	2,432000338562502E+003	-5,7103164E-002	-5,7724882E-002	-1,2271886E-001	7,0839315E-006
2	1	0	1	2,434000338511978E+003	-5,6795225E-002	-5,7266392E-002	-1,2248979E-001	7,0145484E-006
2	1	0	1	2,436000338461454E+003	-5,6487281E-002	-5,6998938E-002	-1,2217800E-001	6,9640159E-006
2	1	0	1	2,438000338410930E+003	-5,6487281E-002	-5,7075355E-002	-1,2212710E-001	6,9704479E-006
2	1	0	1	2,440000338360405E+003	-5,6179341E-002	-5,6769695E-002	-1,2191712E-001	6,9211978E-006
2	1	0	1	2,442000338309881E+003	-5,6179341E-002	-5,6635968E-002	-1,2192348E-001	6,9052539E-006
2	1	0	1	2,444000338259357E+003	-5,5871401E-002	-5,6196582E-002	-1,2170714E-001	6,8395252E-006
2	1	0	1	2,446000338208833E+003	-5,5563461E-002	-5,6120168E-002	-1,2152261E-001	6,8198697E-006
2	1	0	1	2,448000338158308E+003	-5,5563461E-002	-5,6043752E-002	-1,2141444E-001	6,8045206E-006
2	1	0	1	2,450000338107784E+003	-5,5255521E-002	-5,5833612E-002	-1,2144626E-001	6,7807832E-006
2	1	0	1	2,452000338057260E+003	-5,4947581E-002	-5,5547055E-002	-1,2128082E-001	6,7367923E-006
2	1	0	1	2,454000338006736E+003	-5,4947581E-002	-5,5547055E-002	-1,2115992E-001	6,7300766E-006
2	1	0	1	2,456000337956211E+003	-5,4639641E-002	-5,5317812E-002	-1,2091812E-001	6,6889261E-006
2	1	0	1	2,458000337905687E+003	-5,4331701E-002	-5,4954838E-002	-1,2066998E-001	6,6313992E-006
2	1	0	1	2,460000337855163E+003	-5,4331701E-002	-5,4935735E-002	-1,2059361E-001	6,6248990E-006
2	1	0	1	2,462000337804639E+003	-5,4023761E-002	-5,4496348E-002	-1,2035183E-001	6,5587351E-006
2	1	0	1	2,464000337754114E+003	-5,3715821E-002	-5,4324415E-002	-1,2021820E-001	6,5307836E-006
2	1	0	1	2,466000337703590E+003	-5,3715821E-002	-5,4171585E-002	-1,1994459E-001	6,4975884E-006
2	1	0	1	2,468000337653066E+003	-5,3407881E-002	-5,3904135E-002	-1,1972189E-001	6,4535047E-006
2	1	0	1	2,470000337602542E+003	-5,3099941E-002	-5,3732201E-002	-1,1961371E-001	6,4271080E-006
2	1	0	1	2,472000337552017E+003	-5,3099941E-002	-5,3693991E-002	-1,1963280E-001	6,4235628E-006
2	1	0	1	2,474000337501493E+003	-5,2792002E-002	-5,3331021E-002	-1,1948646E-001	6,3723351E-006
2	1	0	1	2,476000337450969E+003	-5,2484062E-002	-5,2948948E-002	-1,1911740E-001	6,3071411E-006
2	1	0	1	2,478000337400445E+003	-5,2484062E-002	-5,3101778E-002	-1,1934011E-001	6,3371717E-006
2	1	0	1	2,480000337349920E+003	-5,2176122E-002	-5,2777011E-002	-1,1886925E-001	6,2735635E-006
2	1	0	1	2,482000337299396E+003	-5,2176122E-002	-5,2662391E-002	-1,1882471E-001	6,2575932E-006
2	1	0	1	2,484000337248872E+003	-5,1868182E-002	-5,2375834E-002	-1,1884379E-001	6,2245431E-006
2	1	0	1	2,486000337198348E+003	-5,1560242E-002	-5,2223004E-002	-1,1913649E-001	6,2216654E-006
2	1	0	1	2,488000337147823E+003	-5,1560242E-002	-5,2146588E-002	-1,1904104E-001	6,2075842E-006
2	1	0	1	2,490000337097299E+003	-5,1252302E-002	-5,1764514E-002	-1,1911740E-001	6,1660544E-006
2	1	0	1	2,492000337046775E+003	-5,0944362E-002	-5,1497061E-002	-1,1893924E-001	6,1250216E-006
2	1	0	1	2,494000336996251E+003	-5,0944362E-002	-5,1535271E-002	-1,1895196E-001	6,1302217E-006
2	1	0	1	2,496000336945726E+003	-5,0636422E-002	-5,1286921E-002	-1,1874199E-001	6,0899110E-006
2	1	0	1	2,498000336895202E+003	-5,0328482E-002	-5,0962158E-002	-1,1844929E-001	6,0364309E-006
2	1	0	1	2,500000336844678E+003	-5,0328482E-002	-5,0943054E-002	-1,1882471E-001	6,0532934E-006
2	1	0	1	2,502000336794154E+003	-5,0020542E-002	-5,0408147E-002	-1,1972189E-001	6,0349585E-006
2	1	0	1	2,504000336743629E+003	-4,9712602E-002	-5,0159801E-002	-1,1970280E-001	6,0042685E-006
2	1	0	1	2,506000336693105E+003	-4,9712602E-002	-5,0255321E-002	-1,1975370E-001	6,0182606E-006
2	1	0	1	2,508000336642581E+003	-4,9404662E-002	-4,9911451E-002	-1,1894560E-001	5,9367476E-006
2	1	0	1	2,510000336592057E+003	-4,9096722E-002	-4,9663104E-002	-1,1867199E-001	5,8936193E-006
2	1	0	1	2,512000336541532E+003	-4,9096722E-002	-4,9472068E-002	-1,1888833E-001	5,8816518E-006
2	1	0	1	2,514000336491008E+003	-4,8788778E-002	-4,9319237E-002	-1,1865927E-001	5,8521846E-006
2	1	0	1	2,516000336440484E+003	-4,8480839E-002	-4,8994474E-002	-1,1836021E-001	5,7989960E-006
2	1	0	1	2,518000336389960E+003	-4,8480839E-002	-4,9013577E-002	-1,1843657E-001	5,8050000E-006
2	1	0	1	2,520000336339435E+003	-4,8172899E-002	-4,8631500E-002	-1,1825839E-001	5,7510833E-006
2	1	0	1	2,522000336288911E+003	-4,8172899E-002	-4,8784330E-002	-1,1883106E-001	5,7970938E-006
2	1	0	1	2,524000336238387E+003	-4,7864959E-002	-4,8325840E-002	-1,1834748E-001	5,7192415E-006
2	1	0	1	2,526000336187863E+003	-4,7557019E-002	-4,8020180E-002	-1,1814386E-001	5,6732897E-006
2	1	0	1	2,528000336137338E+003	-4,7557019E-002	-4,7981974E-002	-1,1809932E-001	5,6666386E-006
2	1	0	1	2,530000336086814E+003	-4,7249079E-002	-4,7752731E-002	-1,1806751E-001	5,6380459E-006
2	1	0	1	2,532000336036290E+003	-4,6941139E-002	-4,7619004E-002	-1,1727214E-001	5,5843825E-006
2	1	0	1	2,534000335985766E+003	-4,6941139E-002	-4,7504380E-002	-1,1738667E-001	5,5763808E-006
2	1	0	1	2,536000335935241E+003	-4,6633199E-002	-4,7217824E-002	-1,1724032E-001	5,5358328E-006
2	1	0	1	2,538000335884717E+003	-4,6325259E-002	-4,6835750E-002	-1,1718941E-001	5,4886536E-006
2	1	0	1	2,540000335834193E+003	-4,6325259E-002	-4,6873957E-002	-1,1732304E-001	5,4993952E-006
2	1	0	1	2,542000335783669E+003	-4,6017319E-002	-4,6530090E-002	-1,1712579E-001	5,4498732E-006
2	1	0	1	2,544000335733144E+003	-4,5709379E-002	-4,6243533E-002	-1,1676310E-001	5,3995382E-006
2	1	0	1	2,546000335682620E+003	-4,5709379E-002	-4,6148013E-002	-1,1685854E-001	5,3927897E-006
2	1	0	1	2,548000335632096E+003	-4,5401439E-002	-4,5804147E-002	-1,1651494E-001	5,3368676E-006
2	1	0	1	2,550000335581572E+003	-4,5093499E-002	-4,5613110E-002	-1,1635587E-001	5,3073531E-006
2	1	0	1	2,552000335531047E+003	-4,5093499E-002	-4,5727734E-002	-1,1651494E-001	5,3279641E-006
2	1	0	1	2,554000335480523E+003	-4,4785559E-002	-4,5211934E-002	-1,1631769E-001	5,2589476E-006
2	1	0	1	2,556000335429999E+003	-4,4477619E-002	-4,5039997E-002	-1,1604407E-001	5,2266246E-006
2	1	0	1	2,558000335379475E+003	-4,4477619E-002	-4,5001790E-002	-1,1587228E-001	5,2144601E-006
2	1	0	1	2,560000335328950E+003	-4,4169679E-002	-4,4715233E-002	-1,1585955E-001	5,1806869E-006
2	1	0	1	2,562000335278426E+003	-4,4169679E-002	-4,4600613E-002	-1,1603772E-001	5,1753536E-006
2	1	0	1	2,564000335227902E+003	-4,3861739E-002	-4,4447783E-002	-1,1584046E-001	5,1488519E-006
2	1	0	1	2,566000335177378E+003	-4,3553799E-002	-4,4065706E-002	-1,1571320E-001	5,0989838E-006
2	1	0	1	2,568000335126853E+003	-4,3553799E-002	-4,4142123E-002	-1,1556049E-001	5,1010857E-006
2	1	0	1	2,570000335076329E+003	-4,3245859E-002	-4,3740943E-002	-1,1536960E-001	5,0463755E-006
2	1	0	1	2,572000335025805E+003	-4,2937919E-002	-4,3435283E-002	-1,1499418E-001	4,9948048E-006
2	1	0	1	2,574000334975281E+003	-4,2937919E-002	-4,3492597E-002	-1,1521689E-001	5,0110816E-006
2	1	0	1	2,576000334924756E+003	-4,2629980E-002	-4,3167833E-002	-1,1663583E-001	5,0349158E-006
2	1	0	1	2,578000334874232E+003	-4,2322040E-002	-4,2976793E-002	-1,1578320E-001	4,9759906E-006
2	1	0	1	2,580000334823708E+003	-4,2322040E-002	-4,2804860E-002	-1,1547141E-001	4,9427372E-006
2	1	0	1	2,582000334773184E+003	-4,2014100E-002	-4,2403683E-002	-1,1512781E-001	4,8818433E-006
2	1	0	1	2,584000334722659E+003	-4,1706160E-002	-4,2174436E-002	-1,1482875E-001	4,8428378E-006
2	1	0	1	2,586000334672135E+003	-4,1706160E-002	-4,2289060E-002	-1,1478420E-001	4,8541160E-006
2	1	0	1	2,588000334621611E+003	-4,1398220E-002	-4,1887879E-002	-1,1472693E-001	4,8056677E-006
2	1	0	1	2,590000334571087E+003	-4,1090280E-002	-4,1544013E-002	-1,1447877E-001	4,7559079E-006
2	1	0	1	2,592000334520562E+003	-4,1090280E-002	-4,1505806E-002	-1,1466331E-001	4,7591930E-006
2	1	0	1	2,594000334470038E+003	-4,0782336E-002	-4,1295666E-002	-1,1429425E-001	4,7198573E-006
2	1	0	1	2,596000334419514E+003	-4,0474396E-002	-4,1085523E-002	-1,1409700E-001	4,6877349E-006
2	1	0	1	2,598000334368990E+003	-4,0474396E-002	-4,1047316E-002	-1,1421790E-001	4,6883383E-006
2	1	0	1	2,600000334318465E+003	-4,0166456E-002	-4,0684346E-002	-1,1363252E-001	4,6230648E-006
2	1	0	1	2,602000334267941E+003	-4,0166456E-002	-4,0798970E-002	-1,1372795E-001	4,6399832E-006
